yr_mfr,fuel_type,kms_run,sale_price,times_viewed,body_type,transmission,assured_buy,registered_state,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,fitness_certificate,emi_starts_from,reserved,warranty_avail
2013,1,65942,12.66728461615274,1320,0,1,1,3,0,16,44,0,1,290791,374585.0,2,1,7368,0,0
2016,1,61582,13.487421682566064,1680,4,1,1,8,0,7,18,0,2,672500,837780.0,2,1,16731,0,0
2016,0,61330,13.845849638233998,2581,4,1,1,8,0,9,50,0,2,1048358,1272552.0,2,1,23943,0,0
2009,1,96354,12.38546909503274,338,0,1,1,1,0,10,55,0,2,197667,262687.0,1,1,5558,0,0
2014,0,81676,13.162543245805729,204,3,1,1,8,0,7,63,0,1,510270,643090.0,2,1,12090,0,0
2014,0,84334,13.143535654537088,743,3,1,1,1,0,7,63,0,1,488043,608343.0,2,1,11862,0,0
2017,0,73768,13.094578940045942,1242,3,1,1,8,0,16,7,0,1,465642,509599.0,2,1,11296,0,0
2013,1,90659,12.434796597405631,448,0,1,1,1,0,6,11,0,2,214324,281810.0,1,1,5839,0,0
2012,1,90220,12.58073140686996,1831,3,1,1,8,0,10,56,0,1,283877,367653.0,2,1,6757,0,0
2013,0,99113,12.93144255266055,1508,4,1,1,8,0,5,21,0,1,411396,517356.0,2,1,9595,0,0
2014,0,60070,13.457976673813421,1583,2,1,1,5,0,9,71,0,1,733951,824782.0,2,1,16245,0,0
2014,0,110471,13.058569112572645,842,4,1,1,8,0,11,58,0,1,428610,538030.0,2,1,10896,0,0
2014,1,86304,12.806553398491177,535,3,1,1,8,0,6,6,0,1,303700,391854.0,2,1,8469,0,0
2010,1,108338,12.349302480851062,490,0,1,1,8,0,10,48,0,1,224350,295036.0,2,1,5361,0,0
2012,0,122256,12.609532410948727,524,0,1,1,8,0,7,33,0,1,273723,355277.0,2,1,6954,0,0
2015,1,168109,12.709568471844092,938,3,1,1,8,0,15,26,0,1,318815,410291.0,2,1,7686,0,0
2012,0,186207,12.994982176377233,1085,4,1,1,8,0,10,25,0,1,387269,493793.0,1,1,10225,0,0
2013,0,192715,12.84211758714292,888,3,1,1,8,0,16,62,0,1,350604,443076.0,2,1,8775,0,0
2014,1,134937,13.529692081272039,1166,1,1,1,8,0,15,17,0,1,733302,910742.0,2,1,17453,0,0
2013,0,114155,13.885518780474538,1288,2,0,1,1,0,0,45,0,2,990909,1194051.0,2,1,24912,0,0
2013,0,154297,14.009362879236306,2095,2,0,1,8,0,15,29,0,1,1250172,1510690.0,2,1,28196,0,0
2015,1,27191,12.809839281200885,2550,0,1,1,1,0,10,55,0,1,366204,467108.0,2,1,8497,1,0
2017,1,15581,12.459547516151748,3272,0,1,1,3,0,10,4,0,1,264886,270886.0,2,1,5986,1,0
2011,1,15248,12.446266019039129,2660,3,1,1,1,0,10,56,0,1,240524,313774.0,2,1,5907,1,0
2013,0,34861,13.135869754262218,1701,4,1,1,1,0,9,50,0,1,479116,515799.0,2,1,11772,1,0
2019,1,9218,13.250402967649668,2291,0,1,1,1,0,10,55,0,1,579475,585975.0,2,1,13200,1,0
2019,1,7794,13.148808599618294,2127,0,1,1,1,0,7,30,0,1,514830,521330.0,2,1,11925,1,0
2013,0,45994,12.782964061061982,1291,0,1,1,8,0,10,55,0,1,321214,413218.0,2,1,8271,1,0
2010,1,55388,12.157402224191284,2158,0,1,1,1,0,7,32,0,2,179618,240138.0,2,1,4425,1,0
2011,1,41762,12.385886894987845,1252,0,1,1,1,0,10,48,0,1,194500,258745.0,2,1,5561,1,0
2016,0,37219,13.220395304437423,3898,4,0,1,1,0,9,61,0,1,528307,663747.0,2,1,12810,1,0
2014,1,48845,13.18157335202026,2855,3,1,1,1,0,6,14,0,1,555000,695780.0,2,1,12322,1,0
2017,1,37426,13.019220401187457,1624,3,1,1,8,0,6,6,1,1,455681,570501.0,2,1,10476,1,0
2018,1,31537,12.556725996010384,4740,0,1,1,8,0,12,40,0,1,283882,285382.0,2,1,6597,1,0
2010,1,68453,12.069674289949173,1693,0,1,1,1,0,7,32,0,1,150000,203120.0,2,1,4053,1,0
2014,0,68235,12.52706496987437,1416,3,1,1,1,0,7,70,0,2,288862,295362.0,2,1,6404,1,0
2013,0,67411,12.511713735108092,1264,3,1,1,1,0,10,56,0,1,265882,344698.0,2,1,6306,1,0
2009,1,48907,12.151083054563282,1318,0,1,1,1,0,10,48,0,1,196568,203068.0,2,1,4397,1,0
2009,1,86251,12.074248366386495,4681,0,1,1,1,0,7,33,0,2,180994,241839.0,2,1,4072,1,0
2014,2,70930,12.52379520031352,808,0,1,1,1,0,10,5,0,1,218798,282252.0,1,1,6383,1,0
2012,2,83630,12.296365715204495,1670,0,1,1,3,0,10,66,0,1,213657,219657.0,2,1,5084,1,0
2018,0,38712,13.763689756048036,6516,3,0,1,8,0,7,63,0,1,982553,1190183.0,2,1,22054,1,0
2017,0,39663,13.504080726407448,1186,4,1,1,8,0,10,64,0,1,699000,869580.0,2,1,17012,1,0
2017,0,38307,13.525156920057325,4483,3,1,1,1,0,7,63,0,1,772187,773687.0,2,1,17374,1,0
2015,0,71692,13.270091764099364,1830,4,0,1,1,0,9,61,0,2,571730,715850.0,2,1,13463,1,0
2012,0,89257,12.947054772279323,2159,4,1,1,1,0,10,25,0,1,406511,510511.0,2,1,9746,1,0
2018,2,42277,13.16867237077559,276,0,1,1,1,0,7,23,2,1,532787,539287.0,2,1,12164,1,0
2018,0,28572,13.568073033342495,2814,4,1,1,8,0,10,64,0,1,805993,981835.0,2,1,18136,1,0
2018,1,11844,13.581304795386908,2157,4,1,1,1,0,5,21,0,1,838352,844852.0,2,1,18378,1,0
2012,0,81227,12.849501606410362,2065,4,1,1,1,0,10,25,0,2,338100,432822.0,2,1,8840,1,0
2012,0,84027,12.55425815598534,3776,3,1,1,1,0,7,63,0,2,285634,292134.0,2,1,6580,1,0
2014,0,74867,13.150948890619755,1561,3,1,1,1,0,6,14,0,2,510224,516724.0,2,1,11951,1,0
2010,1,86619,12.517955746349966,3364,3,0,1,1,0,6,15,0,2,250000,325340.0,2,1,6346,1,0
2009,1,89564,12.084464177227597,2924,0,1,0,1,0,10,55,0,2,171233,229653.0,2,1,4114,1,0
2014,0,75854,13.098683202126296,2142,3,1,1,8,0,7,63,0,1,498046,621346.0,2,1,11342,1,0
2014,1,76938,12.520514704276998,1519,0,1,1,1,0,6,11,0,1,269900,349618.0,2,1,6362,1,0
2016,0,81175,13.19579783708515,824,0,1,0,8,0,10,9,0,1,542150,681350.0,2,1,12499,1,0
2012,1,88696,12.210059686707629,663,0,1,1,1,0,7,32,0,1,196748,261543.0,2,1,4664,1,0
2018,0,56926,13.253214431127745,2893,3,1,1,8,0,6,6,0,1,580538,727418.0,2,1,13237,1,0
2018,0,57860,13.554404201998041,1808,3,1,1,8,0,10,13,0,1,806945,982967.0,2,1,17890,1,0
2016,0,99569,12.492375016631623,3386,4,1,1,3,0,9,39,0,1,261666,326710.0,2,1,6185,1,0
2009,2,109466,11.57118493908744,3658,0,1,1,1,0,10,3,0,2,107023,149393.0,2,0,2462,1,0
2013,1,95093,12.57279346031244,457,3,1,1,1,0,10,56,0,1,294217,379281.0,2,1,6703,1,0
2014,1,93529,13.079244998209916,907,3,1,1,8,0,6,14,0,2,431673,541693.0,2,1,11124,1,1
2013,1,93866,12.364353356454341,1412,0,1,1,8,0,7,32,0,1,227900,293378.0,2,1,5442,1,0
2014,2,104448,12.660324743199556,1730,0,1,1,1,0,10,55,0,1,326476,418624.0,2,1,7317,1,0
2012,0,169704,13.901401057004856,2557,2,1,1,8,0,15,29,0,1,1122405,1359937.0,2,1,25311,1,0
2015,1,147944,13.22654139418586,725,3,1,1,1,0,6,14,0,2,562389,568889.0,2,1,12889,1,0
2013,1,29656,12.734637003523652,4397,0,1,1,8,0,7,33,0,1,335275,430359.0,2,1,7881,1,0
2012,1,48415,12.203564502768165,3180,0,1,1,1,0,6,11,0,1,209000,275320.0,2,1,4634,1,0
2019,1,5906,13.273020533405836,3004,3,1,1,1,0,6,6,0,1,586982,593482.0,2,1,13502,1,0
2014,1,45361,12.490871816411703,2730,0,1,1,8,0,7,49,0,1,260695,339367.0,2,1,6176,1,0
2017,1,29238,12.61652197839429,988,0,1,1,8,0,12,40,0,1,301357,388983.0,2,1,7003,1,0
2014,0,27619,13.083828349115441,2225,3,1,1,8,0,10,56,0,1,488155,609475.0,2,1,11175,1,0
2019,1,5631,13.309339086808086,3203,0,1,1,1,0,10,9,0,1,624532,779212.0,2,1,14002,1,0
2018,1,11550,13.194496114350482,1728,0,1,1,8,0,10,55,0,1,530608,667508.0,2,1,12482,1,0
2018,1,24883,13.242807757428979,1204,3,1,1,8,0,10,20,0,1,584054,731634.0,2,1,13100,1,0
2016,1,31898,12.413082749865588,886,0,1,0,1,0,12,40,0,1,234110,300952.0,2,1,5714,1,0
2008,1,50292,11.762118756341085,3149,3,1,1,1,0,10,57,0,2,121141,167036.0,2,0,2980,1,0
2016,1,44946,12.423998608874687,2343,0,1,1,8,0,12,40,0,1,249699,324451.0,2,1,5777,1,0
2015,1,42878,11.934257360533365,1940,0,1,1,1,0,14,42,0,1,111300,154745.0,0,1,3540,1,0
2015,1,27144,13.595485887879613,800,4,1,1,1,0,7,18,1,1,847781,999716.0,2,1,18640,1,0
2018,1,28594,13.344544866084656,1289,0,1,1,1,0,10,9,0,1,630737,786657.0,2,1,14503,1,0
2018,0,22800,13.546845183131806,2588,4,1,1,1,0,9,59,0,2,789419,977079.0,2,1,17755,1,0
2015,1,57988,12.883595905823856,1038,3,1,1,3,0,10,56,0,1,382693,486705.0,2,1,9147,1,0
2013,0,136954,11.970343982875152,2272,0,1,1,1,0,2,10,0,1,142000,164999.0,2,1,3670,1,0
2018,0,52916,13.233187142301851,2033,3,1,1,8,0,10,20,0,1,562373,705613.0,2,1,12975,1,0
2014,0,72120,13.178930838888547,2387,4,1,1,8,0,10,25,0,1,520244,655064.0,2,1,12290,1,0
2015,0,59372,14.222706833403866,3013,2,1,1,8,0,15,29,0,1,1527997,1838519.0,2,1,34902,1,0
2013,0,80307,13.446472360127858,1198,4,1,1,8,0,15,36,0,1,712131,885331.0,2,1,16059,1,0
2019,0,41908,14.083970054857334,3549,4,1,1,8,0,9,50,0,2,1323621,1597369.0,2,1,30380,1,0
2016,0,105733,13.059208432017584,650,0,1,1,1,0,7,23,0,1,490112,610832.0,2,1,10903,1,0
2016,2,74429,12.529238891650525,6942,0,1,1,8,0,10,66,0,1,242786,325520.0,2,1,6418,1,0
2013,0,191884,12.997251299813131,1392,4,1,1,8,0,10,25,0,1,402171,506291.0,2,1,10248,1,0
2017,1,11976,12.68849570834995,5217,0,1,1,3,0,10,5,0,1,305000,391940.0,2,1,7526,0,0
2016,1,20092,13.12136087506674,5808,0,1,1,3,0,10,9,0,1,471000,587400.0,2,1,11602,0,0
2010,1,41190,12.1205093105306,2489,0,1,1,3,0,10,5,0,1,182255,242925.0,2,1,4265,0,0
2010,1,47182,11.974134282992768,5319,0,1,1,3,0,10,3,0,1,147948,200043.0,2,1,3684,0,0
2011,1,61632,12.745774314240137,5601,3,1,1,3,0,6,14,0,1,350538,356538.0,2,1,7969,0,0
2013,1,40273,12.765971250611914,1178,0,1,1,1,0,7,30,0,1,337578,366899.0,2,1,8132,0,0
2017,1,23274,13.161966709657278,1861,3,1,1,1,0,6,6,1,1,476342,533899.0,2,1,12083,0,0
2018,1,27886,12.575216034338826,763,0,1,1,3,0,10,4,0,1,286618,369510.0,2,1,6720,0,0
2012,0,48288,12.92512877181806,2166,3,1,1,1,0,7,63,0,1,393916,500914.0,2,1,9535,0,0
2017,1,43373,12.817735871986391,4513,0,1,1,3,0,7,30,0,2,390800,396800.0,2,1,8564,0,0
2016,1,43120,12.902462064350583,1741,0,1,1,3,0,7,30,0,1,408424,414424.0,2,1,9321,0,0
2013,1,56137,12.435194292370886,852,0,1,1,3,0,6,11,0,1,248777,323331.0,2,1,5842,0,0
2017,1,38245,12.343653951174769,5247,0,1,1,3,0,12,40,0,2,222366,232866.0,2,1,5331,0,0
2015,0,52490,12.95866492901816,1720,0,1,1,3,0,10,55,0,1,420256,526496.0,2,1,9860,0,0
2009,1,53021,12.066229949894558,2655,0,1,1,1,0,7,32,0,1,159315,214760.0,2,1,4039,0,0
2016,1,60011,12.884864783722508,983,0,1,1,3,0,7,30,0,1,396250,406750.0,2,1,9159,0,0
2017,1,51476,12.638500957216555,1748,0,1,1,3,0,10,66,0,1,311400,317400.0,2,1,7159,0,0
2014,0,59700,12.866177388029252,1513,0,1,1,3,0,15,27,0,2,398633,404633.0,2,1,8989,0,0
2014,1,31745,12.492750463887573,677,0,1,1,1,0,10,4,0,1,227770,277799.0,1,1,6188,0,0
2015,0,63435,13.00852031983059,2645,0,1,1,3,0,10,55,0,1,426608,534128.0,2,1,10364,0,0
2016,1,47218,13.212567817803428,2935,3,1,1,1,0,10,13,0,1,542000,548500.0,2,1,12710,0,0
2014,1,43574,12.63557649396424,1272,0,1,1,3,0,10,12,0,1,288083,358143.0,2,1,7138,0,0
2015,0,66476,12.902462064350583,708,0,1,1,3,0,10,55,0,1,370787,456560.0,2,1,9321,0,0
2019,1,14775,13.354425440300531,1087,0,0,1,1,0,10,55,0,1,613438,630699.0,2,1,14647,0,0
2016,1,56403,13.272332182512452,1598,3,1,1,3,0,6,14,0,1,556194,696694.0,2,1,13493,0,1
2017,0,27711,13.514268969378739,2840,4,1,1,3,0,10,64,0,1,778833,784833.0,2,1,17186,0,0
2009,1,79226,12.200049543010874,4990,0,1,1,3,0,10,55,0,1,202913,213413.0,2,1,4618,0,0
2011,1,73453,12.30907588499432,1196,0,1,1,1,0,7,32,0,1,204912,270330.0,2,1,5150,0,0
2016,0,51803,13.261949652176925,4065,3,1,1,3,0,6,14,0,2,592403,598403.0,2,1,13353,0,0
2007,1,95040,11.913036264316467,5101,0,1,1,3,0,10,55,0,1,136500,185745.0,1,1,3466,0,0
2016,1,43864,13.095811988358866,1825,0,1,1,3,0,10,9,0,1,489000,495000.0,2,1,11309,0,0
2018,0,14337,13.826258590370921,1801,4,0,1,3,0,10,64,0,1,1036014,1042014.0,2,1,23478,0,0
2018,0,21843,13.571652688890401,1782,4,1,1,3,0,10,64,0,2,827470,833470.0,2,1,18201,0,0
2018,0,17350,13.733539909673663,2088,4,0,1,1,0,10,64,0,1,973025,974525.0,2,1,21399,0,0
2019,0,26930,13.587478828952278,1117,4,1,1,1,0,10,64,0,1,809879,985423.0,2,1,18491,0,0
2014,0,79144,12.850814462875302,662,0,1,1,3,0,10,55,0,1,364713,449346.0,2,1,8852,0,0
2013,0,68546,12.77563593546045,404,0,1,1,3,0,10,55,0,1,335894,369999.0,2,1,8211,0,0
2015,0,70952,13.009192439654525,635,0,1,1,3,0,10,55,0,1,437000,546600.0,2,1,10371,0,0
2016,1,84427,12.984018131041315,1901,0,1,1,1,0,6,38,0,1,403800,507260.0,2,1,10113,0,0
2011,0,114464,12.36776198100997,1105,3,1,1,3,0,15,26,0,1,235400,307028.0,2,1,5461,0,0
2012,0,78059,13.217126134673002,2374,4,1,1,3,0,15,36,0,1,518220,621403.0,2,1,12768,0,1
2015,0,85657,12.970607494427341,2154,4,1,1,3,0,10,51,0,1,422653,512915.0,2,1,9979,0,0
2014,0,83368,12.796630467228079,1003,0,1,1,3,0,10,55,0,1,314000,389000.0,2,1,8385,0,0
2014,1,86132,12.874924572042383,1330,3,0,1,1,0,6,6,0,1,391131,397631.0,2,1,9068,0,0
2018,0,40585,13.729951580277415,1789,3,0,1,3,0,7,63,0,2,965575,971575.0,2,1,21323,0,0
2009,1,99003,12.463033878336393,1028,3,1,1,3,0,6,14,0,2,232000,302880.0,2,1,6007,0,0
2015,1,73411,12.74373200268471,2553,0,1,1,1,0,10,55,0,1,339684,434736.0,2,1,7953,0,0
2015,0,74165,13.18138483248248,891,4,0,1,3,0,9,61,0,1,550000,668280.0,1,1,12320,0,0
2012,0,89809,12.585190355979396,470,0,1,1,1,0,10,55,0,1,298995,305495.0,2,1,6787,0,0
2012,0,98304,12.443903803916223,1320,0,1,1,8,0,7,33,0,1,266448,346396.0,2,1,5893,0,0
2016,0,84113,13.014107563301016,1117,3,1,1,8,0,16,7,0,1,397477,500245.0,2,1,10422,0,0
2017,0,70268,13.270436770735538,1619,3,1,1,3,0,10,13,0,1,606446,734314.0,2,1,13467,0,0
2016,0,87720,13.12754791443585,1951,4,1,1,3,0,5,21,0,3,508674,514674.0,2,1,11674,0,0
2017,0,60967,13.79049936963404,1574,4,0,1,8,0,7,18,0,2,974767,982267.0,2,1,22654,0,0
2015,0,82388,13.100524638639344,1987,0,1,1,3,0,7,23,0,1,474956,542932.0,2,1,11363,0,1
2012,0,90249,12.695875838341905,225,3,1,1,1,0,10,56,0,1,291799,326799.0,2,1,7581,0,0
2012,1,93626,12.222924846163666,507,0,1,1,3,0,10,48,0,1,181787,230564.0,2,1,4724,0,0
2013,0,84308,12.674822363958222,812,0,1,0,3,0,10,55,0,2,292000,362820.0,2,1,7423,0,0
2015,0,81692,13.070225515944076,2237,3,1,1,3,0,10,13,0,2,488101,494101.0,2,1,11024,0,0
2013,0,82786,12.484836317005957,2813,0,1,1,1,0,10,55,0,2,264955,343573.0,2,1,6139,0,0
2012,0,106913,12.5296007529241,1391,3,1,1,3,0,10,56,0,2,288630,294630.0,2,1,6420,0,0
2013,0,90030,12.673570011720804,784,0,1,1,1,0,10,55,0,1,310000,398540.0,2,1,7414,0,0
