yr_mfr,fuel_type,kms_run,sale_price,times_viewed,body_type,transmission,assured_buy,registered_state,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,fitness_certificate,emi_starts_from,reserved,warranty_avail
2013,0,42679,12.770815268757394,1723,3,1,1,1,0,10,56,0,1,365000,465640.0,2,1,8171,0,0
2017,1,27073,13.24670088549801,2670,0,1,1,1,0,10,9,0,1,565220,708040.0,2,1,13151,0,0
2010,1,55003,12.162115533326945,401,0,1,1,1,0,10,48,0,1,184976,196999.0,2,1,4446,0,0
2016,1,43386,12.798014554325402,3221,0,0,1,1,0,10,12,1,1,349800,447096.0,2,1,8397,0,0
2014,1,53663,12.691885030310644,1819,0,1,1,1,0,7,30,0,2,326472,332972.0,2,1,7551,0,0
2018,1,19748,12.47800255148275,1422,0,1,1,3,0,10,4,0,1,277239,264999.0,2,1,6097,0,0
2015,1,52427,12.777614181063193,541,0,1,1,3,0,6,11,0,1,347601,368199.0,2,1,8227,0,0
2012,0,61164,12.680749712235068,1096,3,1,1,1,0,10,56,0,1,316084,322584.0,2,1,7468,0,0
2013,0,47738,12.649472383730961,1430,0,1,1,1,0,10,55,0,1,321949,323449.0,2,1,7238,0,0
2018,1,23900,12.57969958895617,1133,0,1,1,1,0,10,4,0,1,287400,293900.0,2,1,6750,0,0
2019,1,14473,12.777614181063193,1331,0,1,1,3,0,12,40,0,1,356004,362004.0,2,1,8227,0,0
2016,1,50698,12.428812115214397,2202,0,1,1,8,0,12,40,0,1,234533,301463.0,2,1,5805,0,0
2009,1,39300,11.82113784107399,2157,0,1,1,1,0,10,3,0,1,133158,182053.0,2,1,3161,0,0
2016,0,29262,13.407691180738079,2307,4,1,1,1,0,10,64,0,1,684851,691351.0,2,1,15449,0,0
2015,0,46856,12.915090714613461,1482,0,1,1,1,0,10,55,0,1,417307,523467.0,2,1,9440,0,0
2012,0,56552,12.678570037762656,1223,3,1,1,1,0,10,56,0,1,335200,341700.0,2,1,7451,0,0
2018,1,24808,13.06112394162852,977,0,1,1,8,0,7,30,0,1,425140,481099.0,2,1,10924,0,0
2017,1,42709,12.758229254258804,1330,0,1,1,1,0,10,66,0,1,349582,356082.0,2,1,8069,0,0
2017,1,39458,12.75966748674671,2374,0,1,1,1,0,10,66,0,1,334878,428874.0,2,1,8081,0,0
2016,1,57749,12.8830879035066,1654,0,1,1,1,0,7,30,0,1,359500,458930.0,2,1,9142,0,1
2015,0,54409,12.92974660629174,793,0,1,1,1,0,10,55,0,1,402220,477381.0,2,1,9579,0,1
2016,0,37767,13.40979391822468,3335,4,1,1,1,0,10,64,0,1,668000,831380.0,2,1,15481,0,0
2012,1,51369,12.581762161232838,1995,0,1,1,3,0,6,38,0,2,285821,291821.0,2,1,6764,0,0
2012,0,57730,12.695262903560428,1406,3,1,1,1,0,10,56,0,1,337200,426724.0,2,1,7577,0,0
2012,0,61443,12.685714056790777,631,0,1,1,1,0,15,27,0,1,320000,410740.0,2,1,7505,0,0
2014,1,61465,12.810932180470594,1572,0,1,0,1,0,7,30,0,1,365013,449703.0,2,1,8506,0,0
2014,1,59731,12.771951635744358,514,0,1,1,3,0,7,30,0,1,340870,420962.0,2,1,8181,0,0
2012,1,74046,12.087846386664895,1758,0,1,1,1,0,10,3,0,1,137900,187995.0,1,1,4128,0,0
2016,1,39122,13.374209442119318,1512,3,1,1,8,0,10,13,0,1,626850,782990.0,2,1,14940,0,0
2012,0,68582,12.497244870308451,1865,0,1,1,1,0,15,27,0,1,269644,349296.0,2,1,6216,0,0
2016,1,34487,12.592351536322486,1104,0,1,1,1,0,10,5,0,1,281909,298799.0,2,1,6836,0,0
2015,0,64475,12.616853599460574,1199,0,1,1,1,0,10,48,0,1,296400,381948.0,2,1,7005,0,0
2017,1,36929,12.499484521261989,1483,0,1,1,1,0,10,5,0,2,277972,284472.0,2,1,6230,0,0
2019,0,14151,13.53711721141475,1165,4,1,1,1,0,10,64,0,2,786479,792979.0,2,1,17583,0,0
2017,1,34381,12.603838187911897,1127,0,1,1,1,0,10,5,0,1,296514,303014.0,2,1,6915,0,0
2018,1,26548,13.134289971983065,2165,0,1,1,3,0,7,23,0,2,519220,604516.0,2,1,11753,0,1
2013,0,51981,13.0615491126068,2147,4,1,1,1,0,10,25,0,1,486224,492724.0,2,1,10929,0,0
2015,1,59466,13.177606959122839,1180,0,1,1,3,0,7,23,0,1,541436,547436.0,2,1,12273,0,0
2016,1,66519,12.74256309206386,2791,0,1,1,1,0,16,44,0,2,349030,355530.0,2,1,7944,0,0
2017,0,65993,12.917302838440758,1335,0,1,1,1,0,7,30,0,1,425712,432212.0,2,1,9461,0,0
2015,1,55561,12.900466548608533,2032,0,1,1,1,0,16,44,0,1,384972,489990.0,2,1,9303,0,0
2012,1,51551,12.531046890002363,622,0,1,1,1,0,6,11,0,1,253122,283499.0,1,1,6429,0,0
2015,0,58080,13.174384506855667,1597,0,1,1,1,0,7,23,0,2,452500,565700.0,2,1,12234,0,1
2015,0,47357,13.513998625675626,920,2,1,1,3,0,9,71,0,2,738341,888632.0,2,1,17181,0,0
2017,0,39891,13.306847593962914,3491,4,1,1,3,0,10,64,0,3,610842,616842.0,2,1,13967,0,0
2012,0,95472,12.595066172243486,858,3,1,1,1,0,10,56,0,1,270000,349740.0,2,1,6854,0,0
2016,0,43702,13.123360879733418,1210,0,1,1,1,0,10,9,0,1,500220,608516.0,2,1,11625,0,1
2016,0,42210,13.392999489459907,1031,4,1,1,1,0,10,64,0,2,686775,693275.0,2,1,15223,0,0
2015,0,63642,12.902212842544378,1271,0,1,1,1,0,10,55,0,1,404900,411400.0,2,1,9319,0,0
2012,0,68930,12.652356548153474,928,3,1,1,1,0,10,56,0,1,288000,371700.0,2,1,7259,0,0
2013,1,82296,13.073381094781329,1979,3,1,1,1,0,7,63,0,2,481395,487895.0,2,1,11059,0,0
2014,0,64031,12.927075722900218,937,0,1,1,3,0,10,55,0,1,370157,455816.0,2,1,9553,0,0
2016,1,27806,12.507653924919255,2118,0,1,1,1,0,12,40,0,2,223539,293049.0,1,1,6281,0,0
2015,0,62123,13.242630436429629,270,4,1,1,3,0,10,51,0,1,545188,570099.0,2,1,13098,0,0
2009,1,48058,12.31267788619631,917,3,1,1,1,0,10,56,0,1,200672,230599.0,1,1,5168,0,0
2019,0,32575,13.513863426411985,2436,4,1,1,1,0,10,64,0,1,782804,789304.0,2,1,17179,0,0
2016,0,58586,13.257416861060353,3166,4,1,1,1,0,10,64,0,1,549585,689265.0,2,1,13293,0,0
2015,1,64935,12.794411935484714,202,0,0,1,1,0,10,12,0,1,293808,362899.0,2,1,8367,0,0
2012,0,72105,12.834678638282325,602,3,1,1,1,0,10,56,0,1,375886,478902.0,2,1,8710,0,0
2013,0,67401,12.648830327073089,782,0,1,1,1,0,15,27,0,1,280000,361940.0,2,1,7233,0,0
2013,0,69171,12.757653381579853,878,3,1,1,1,0,10,56,0,1,361008,347999.0,2,1,8065,0,0
2012,0,75435,12.636877311386101,595,3,1,1,1,0,10,56,0,1,310338,316838.0,2,1,7147,0,0
2017,0,36073,13.534206767621388,1275,4,1,1,1,0,10,64,0,1,788000,794500.0,2,1,17532,0,0
2017,1,82917,13.035495262879415,732,0,1,1,3,0,10,9,0,1,457045,472099.0,2,1,10647,0,0
2013,0,62602,12.75361296038215,558,3,1,1,1,0,10,56,0,1,339063,433983.0,2,1,8032,0,0
2015,1,58072,13.512916519412716,1441,4,1,1,1,0,7,18,0,1,755065,756565.0,2,1,17163,0,0
2014,1,64201,12.813659214413217,484,0,1,1,1,0,7,30,0,1,366000,372500.0,2,1,8529,0,0
2015,1,24519,13.571269766704445,4623,4,1,1,1,0,7,18,0,2,799930,806430.0,2,1,18194,0,0
2015,1,56205,13.074220903438306,2334,0,1,1,3,0,7,23,0,1,475000,574170.0,2,1,11068,0,0
2008,1,110793,12.042959421827517,5285,3,1,1,1,0,10,56,0,1,172593,177199.0,2,1,3946,0,0
2010,1,35644,12.586900056206769,525,0,1,1,3,0,7,32,0,1,248673,311247.0,1,1,6799,0,0
2016,1,71565,12.467278547046584,1352,0,1,1,3,0,12,40,0,1,209096,264146.0,1,1,6032,0,0
2015,0,73484,12.42480247066983,2488,0,1,1,1,0,10,12,0,2,256200,332904.0,2,1,5781,0,0
2015,1,71317,12.510608147725945,1142,0,1,1,1,0,6,11,0,3,280619,362691.0,2,1,6299,0,0
2019,0,15424,13.602192329690082,2056,4,1,1,1,0,10,64,0,1,838398,844898.0,2,1,18765,0,0
2014,1,68299,12.849764315626924,782,3,1,1,3,0,10,56,0,1,379948,381599.0,2,1,8843,0,0
2017,1,32036,12.599124358598148,1228,0,1,1,1,0,12,40,0,1,264000,342420.0,1,1,6882,0,0
2013,0,72772,12.576942858207142,918,3,1,1,1,0,10,56,0,1,290797,297297.0,2,1,6731,0,0
2016,0,58078,13.443720525888118,779,4,1,1,1,0,10,64,0,1,706924,713424.0,2,1,16015,0,0
2010,1,70239,11.934913317631054,1289,0,1,1,1,0,10,3,0,1,137930,188025.0,2,1,3542,0,0
2015,1,62045,13.016556095294565,1052,3,1,1,1,0,6,6,0,1,471349,472849.0,2,1,10448,0,0
2014,0,69029,12.980106024079504,2974,3,1,1,1,0,6,14,0,1,431000,539900.0,2,1,10074,0,0
2014,1,53232,12.588606838347618,602,0,1,1,1,0,10,66,0,1,259791,337265.0,1,1,6810,0,0
2012,0,84352,12.697100581987783,575,0,1,1,1,0,10,55,0,1,332393,338893.0,2,1,7591,0,0
2017,2,40514,12.626751436443719,1810,4,1,1,3,0,10,22,0,2,281343,350130.0,2,1,7075,0,0
2011,1,66492,12.46457947967036,393,0,1,1,1,0,7,32,0,1,210160,269599.0,1,1,6016,0,0
2013,0,68742,12.926589340384835,1656,4,1,1,1,0,12,19,0,1,371006,472966.0,1,1,9549,0,0
2008,1,77954,11.790549625782235,2014,0,1,1,8,0,10,72,0,2,104848,147668.0,1,1,3066,0,0
2014,0,66906,12.878759432513123,68,3,1,1,1,0,10,56,0,2,336664,398599.0,2,1,9103,0,0
2012,0,80575,12.385051120447867,691,0,1,1,1,0,10,48,0,2,214000,276420.0,2,1,5556,0,0
2015,0,78343,13.035713389651196,776,0,1,1,1,0,7,23,1,1,455312,569072.0,2,1,10650,0,0
2015,0,82293,12.88207112401692,956,0,1,1,1,0,10,55,0,2,404165,410665.0,2,1,9133,0,0
2008,1,81636,11.736061016252439,1460,0,1,1,1,0,10,3,0,1,100874,141694.0,1,1,2903,0,0
2013,1,71184,12.576597731904746,2315,0,1,1,3,0,6,11,0,2,268045,334305.0,2,1,6729,0,0
2016,0,59001,13.581810229445475,3744,4,0,1,1,0,7,18,0,1,842472,848972.0,2,1,18387,0,0
2012,0,80949,12.526702189668033,1823,3,1,1,1,0,15,26,0,1,252517,328407.0,2,1,6401,0,0
2014,0,67522,12.922689740269837,962,4,1,1,1,0,12,19,1,2,351919,449677.0,1,1,9512,0,0
2013,0,65866,12.822066066384961,2869,3,1,1,8,0,13,46,0,1,326127,419209.0,1,1,8601,0,0
2013,1,60032,12.343218124469999,264,0,1,1,8,0,7,24,1,1,191491,255961.0,1,1,5328,0,0
2018,0,40769,13.509391565213825,762,4,1,1,8,0,10,64,0,1,745251,925071.0,2,1,17102,0,0
2015,0,87852,12.84818702408727,1131,3,1,1,1,0,10,56,0,1,357500,451490.0,2,1,8829,0,0
2013,0,69047,13.338923706786378,2828,4,1,1,3,0,15,36,0,1,646519,652519.0,2,1,14422,0,0
2010,1,114109,12.112305774212428,1601,0,1,1,3,0,10,48,0,1,170600,228370.0,2,1,4230,0,0
2019,0,38213,13.574710799145903,2250,4,1,1,1,0,10,64,0,1,820537,827037.0,2,1,18257,0,0
2012,0,80936,12.652996345487509,711,0,1,1,1,0,10,55,0,1,307700,395734.0,2,1,7263,0,0
2017,2,115676,12.542541310716437,2260,0,1,1,1,0,10,4,0,1,240700,308994.0,2,1,6504,0,0
2016,0,67345,13.324976004278366,928,4,1,1,1,0,10,64,0,1,607409,613909.0,2,1,14222,0,0
2017,0,60966,13.308841284594532,1485,3,1,1,8,0,10,13,0,1,587000,735180.0,2,1,13995,0,0
2009,1,75136,12.293620961675504,852,0,1,0,3,0,6,38,0,2,196437,248301.0,1,1,5071,0,0
2012,1,86270,12.625437371490946,413,3,1,1,3,0,10,56,0,1,277960,304499.0,2,1,7066,0,0
2018,0,65305,14.063767316333431,1675,4,0,1,8,0,7,18,0,1,1323774,1597540.0,2,1,29773,0,0
2013,0,76300,12.784647567866742,397,3,1,1,3,0,10,56,0,1,349015,445635.0,2,1,8285,0,0
2017,0,41558,13.862369334395067,1923,4,0,1,1,0,7,18,0,1,1101532,1108032.0,2,1,24342,0,0
2013,0,78090,12.737286019492194,3871,4,1,1,1,0,12,19,0,1,331234,424438.0,2,1,7902,0,0
2019,0,35428,13.589486612294323,815,4,1,0,3,0,10,64,0,1,837085,847585.0,2,1,18529,0,0
2013,0,70684,12.788564763466567,168,0,1,1,1,0,10,55,0,1,335149,429211.0,2,1,8318,0,0
2017,2,100534,12.650434696434935,1147,4,1,1,1,0,10,22,0,1,276275,366796.0,2,1,7245,0,1
2015,1,87341,13.02761084208741,754,0,0,1,8,0,6,38,0,2,446644,468199.0,2,1,10564,0,0
2012,1,80206,12.647223379573354,1568,0,1,1,8,0,7,33,0,1,286091,370351.0,2,1,7221,0,0
2012,0,81509,12.679816147724866,5169,3,1,1,1,0,10,56,0,1,325000,416840.0,2,1,7461,0,0
2013,1,74820,12.315370898115644,717,0,1,1,8,0,10,4,0,1,191566,223199.0,1,1,5182,0,0
2019,0,18721,13.750864297689716,812,4,1,1,8,0,5,21,0,1,951534,1153584.0,2,1,21773,0,0
2016,0,70187,13.343423159177991,238,4,1,1,1,0,10,64,0,1,631975,638475.0,2,1,14487,0,0
2017,0,87721,14.10157482247021,2572,4,1,1,3,0,15,37,0,1,1368676,1379176.0,2,1,30920,0,0
2012,0,94952,12.463806977613782,639,0,1,1,1,0,15,27,0,1,231000,302160.0,2,1,6011,0,0
2011,1,104139,12.607191656357955,1059,3,1,1,1,0,6,14,0,1,293604,305899.0,2,1,6938,0,0
2017,0,79597,13.236761133908166,1766,4,1,1,1,0,6,69,0,1,581295,562199.0,2,1,13021,0,0
2018,0,51456,13.542124475806565,5702,4,1,1,1,0,9,59,0,1,745130,923930.0,2,1,17671,0,0
2013,1,86487,12.934825841009342,1513,3,1,1,1,0,6,14,0,2,415206,421706.0,2,1,9628,0,0
2015,0,86567,12.884103650205784,485,0,1,1,1,0,10,55,0,1,364934,465552.0,2,1,9152,0,0
2012,0,95613,12.63720225151874,380,0,1,1,1,0,10,55,0,1,304475,310975.0,2,1,7149,0,0
2010,1,84445,12.496871106993455,981,3,1,0,8,0,10,56,0,1,225300,296206.0,1,1,6213,0,0
2012,0,88559,12.95866492901816,659,3,1,1,1,0,7,63,0,1,422327,529487.0,2,1,9860,0,0
2018,0,50930,13.413537844340937,1447,4,1,1,1,0,10,64,0,1,683000,676099.0,2,1,15539,0,0
2018,0,57619,13.428080339153144,1853,4,1,1,1,0,10,64,0,1,705067,870847.0,2,1,15767,0,0
2013,0,76553,12.59133164495449,527,0,1,1,1,0,10,48,0,1,260000,332540.0,2,1,6829,0,0
2018,1,52819,14.143331191448839,3230,1,0,1,3,0,15,17,0,1,1457175,1463175.0,2,1,32238,0,0
2018,0,44061,13.51305184674945,1367,4,1,1,1,0,10,64,0,1,744749,746249.0,2,1,17165,0,0
2017,0,80682,13.857054531794732,1754,4,0,0,3,0,7,18,0,1,1081994,1273779.0,2,1,24213,0,0
2015,0,76042,12.989971906250954,353,0,1,1,1,0,10,55,0,1,434027,440527.0,2,1,10174,0,0
2011,1,83626,12.623463030690546,1930,0,1,1,8,0,10,55,0,1,263444,342732.0,1,1,7052,0,0
2017,0,80717,13.294296157241668,1804,3,0,1,3,0,10,20,0,1,603914,731357.0,2,1,13792,0,0
2012,1,109400,12.826915226881493,1593,3,1,1,8,0,7,63,0,2,335292,430376.0,2,1,8643,0,0
2016,1,75533,13.272332182512452,1458,3,1,1,1,0,10,13,0,1,602047,608547.0,2,1,13493,0,0
2015,0,85551,12.989286738506511,459,0,1,1,1,0,10,55,0,1,419931,509734.0,2,1,10167,0,0
2015,0,80212,12.892947697350088,653,0,1,1,1,0,10,55,0,1,397454,500222.0,2,1,9233,0,0
2014,0,64935,13.630865103009477,3669,4,1,1,1,0,9,50,0,1,858390,864890.0,2,1,19311,0,0
2015,0,49845,13.713255216259862,1200,2,1,1,3,0,9,71,0,2,936536,942536.0,2,1,20970,0,0
2016,0,102888,13.152308512776608,1116,3,1,1,1,0,10,13,0,1,514922,647682.0,2,1,11967,0,0
2010,1,117859,12.598786804712905,362,3,1,1,1,0,6,14,0,1,281123,363305.0,2,1,6880,0,0
2016,0,78346,13.33408029266291,642,4,1,1,1,0,10,64,0,1,647507,654007.0,2,1,14352,0,0
2016,1,68907,13.72130866378449,515,1,0,1,3,0,15,17,1,2,940525,946525.0,2,1,21139,0,0
2013,0,86148,13.03243648169014,1057,4,1,1,1,0,10,25,0,2,462334,468834.0,2,1,10615,0,0
2014,0,79282,12.958193674364637,136,3,1,1,8,0,10,56,1,1,386765,493179.0,2,1,9855,0,0
2015,0,75248,13.560358919858492,7399,4,1,1,1,0,9,50,0,1,737774,915094.0,2,1,17997,0,0
2013,0,97984,12.302740993515492,227,0,1,1,3,0,10,48,1,1,222400,228400.0,2,1,5117,0,0
2012,0,102024,12.620494191403429,556,0,1,1,1,0,10,55,0,1,289288,373252.0,2,1,7031,0,0
2013,0,79248,12.793022849585327,431,3,1,1,1,0,10,56,0,2,346755,443369.0,2,1,8355,0,0
2013,0,100033,12.589288736368918,928,0,1,1,1,0,10,55,2,1,281623,358915.0,2,1,6815,0,0
2012,0,82756,12.344525035163143,1730,0,1,1,1,0,15,27,0,2,233400,293086.0,2,1,5335,0,0
2015,0,90145,13.043534432822257,1044,4,1,1,8,0,9,61,0,1,448270,561610.0,2,1,10733,0,0
2014,0,91630,12.92220121928181,574,0,1,1,1,0,10,55,0,1,389654,490706.0,2,1,9507,0,0
2014,0,95770,12.86772657901606,1708,3,1,1,3,0,10,56,0,1,377285,464293.0,2,1,9003,0,0
2012,0,112723,12.592351536322486,558,0,1,1,1,0,10,55,0,1,295110,380372.0,2,1,6836,0,0
2015,0,73147,13.7225165936606,1832,4,1,1,3,0,15,36,0,2,919156,925156.0,2,1,21165,0,0
2014,0,89500,12.700460913117812,1590,3,1,1,1,0,10,56,0,1,329200,335700.0,2,1,7616,0,0
2012,0,124471,12.516123901793586,555,0,1,1,3,0,15,27,0,1,218388,275205.0,1,1,6334,0,0
2014,0,83070,12.698934889546761,1219,3,1,1,1,0,10,56,0,2,334550,428480.0,2,1,7605,0,0
2012,1,101605,12.606856815119798,776,3,1,1,1,0,10,56,0,1,260000,337540.0,2,1,6936,0,0
2013,0,97735,12.669803517103281,538,0,1,1,1,0,15,27,0,1,306000,393660.0,2,1,7386,0,0
2015,0,76329,13.033311374298204,913,0,1,1,1,0,7,23,0,1,470992,477492.0,2,1,10624,0,0
2017,0,95366,13.219125230293958,479,3,1,1,1,0,10,13,0,1,568760,712280.0,2,1,12794,0,0
2014,0,98400,12.789960051526862,974,3,1,1,3,0,10,56,0,1,359906,443627.0,2,1,8329,0,0
2016,0,107803,13.174574350595854,908,0,1,1,1,0,10,9,0,1,520000,648780.0,2,1,12236,0,0
2017,0,86066,13.721638243935322,932,4,1,1,3,0,10,51,0,1,939775,1105510.0,2,1,21146,0,0
2008,1,113355,12.374544570736074,1113,3,1,1,1,0,6,14,0,1,210000,276540.0,2,1,5498,0,0
2009,1,125179,12.246729826469418,676,3,1,1,1,0,6,14,1,1,206200,216599.0,2,1,4838,0,0
2015,0,84778,13.517776802856739,2123,2,1,1,1,0,9,71,0,2,644000,802580.0,2,1,17246,0,0
2015,0,91461,12.966642465407553,453,0,1,1,3,0,10,55,0,1,432071,545171.0,2,1,9939,0,0
2015,0,96266,12.944429779422551,516,0,1,1,8,0,10,55,0,1,432561,542761.0,2,1,9721,0,0
2013,0,95866,12.699240280617667,1278,3,1,1,1,0,16,62,0,1,311493,400341.0,2,1,7607,0,0
2011,1,110291,12.351466524820648,912,0,1,1,3,0,16,44,0,2,186000,247620.0,0,1,5372,0,0
2015,0,122762,12.890933085702672,520,0,1,0,1,0,10,55,0,1,405225,411725.0,2,1,9214,0,0
2013,0,113692,12.511345341777739,1188,0,1,0,3,0,7,33,0,2,245280,307208.0,2,1,6304,0,0
2013,0,90510,13.078618365026731,4229,2,1,1,1,0,9,71,0,1,450000,562700.0,2,1,11117,0,0
2011,1,114657,12.426408258272156,835,0,1,1,1,0,7,33,1,1,209572,276002.0,1,1,5791,0,0
2015,1,101538,13.071067977751404,551,0,1,1,1,0,7,23,0,2,479522,598122.0,2,1,11033,0,0
2015,1,79084,13.63602377938716,1624,1,1,1,1,0,15,17,0,2,855703,850599.0,2,1,19411,0,0
2013,0,113429,12.751876341315835,443,0,1,1,8,0,10,55,0,1,341495,437943.0,2,1,8018,0,0
2015,0,76940,13.58433357487136,1508,4,1,1,1,0,15,36,0,2,680220,846040.0,2,1,18433,0,1
2012,0,114962,12.744315946012089,350,3,1,1,3,0,10,56,0,1,309556,348499.0,2,1,7958,0,0
2014,1,134412,12.732276417120355,2976,3,1,1,3,0,13,46,0,1,327205,404713.0,2,1,7862,0,0
2012,0,142099,12.632643453135676,382,0,1,1,1,0,10,55,0,1,270400,345228.0,2,1,7117,0,0
2015,0,122227,13.093550237087818,1304,4,1,1,8,0,5,21,0,2,396784,499398.0,1,1,11284,0,0
2012,0,100752,12.786328245239043,2122,3,1,1,1,0,7,63,0,1,367183,373683.0,2,1,8299,0,0
2013,0,105493,12.507653924919255,926,0,1,1,1,0,15,27,0,2,248200,323144.0,2,1,6281,0,0
2012,0,130929,12.447052185691911,1477,3,1,1,1,0,15,26,0,1,237000,309480.0,2,1,5911,0,0
2013,0,96015,13.350612274235687,1256,4,1,1,1,0,15,36,0,1,634381,640881.0,2,1,14591,0,0
2015,0,107563,13.033748533730652,207,0,1,1,3,0,10,55,0,1,422919,513232.0,2,1,10629,0,0
2012,1,119615,12.610533916629185,694,3,1,0,3,0,15,26,0,1,295543,367028.0,2,1,6961,0,0
2016,0,111100,13.595236635324419,2752,4,1,1,1,0,7,18,0,1,798000,873970.0,2,1,18635,0,1
2012,1,123725,12.589288736368918,775,0,1,1,1,0,7,33,0,1,246937,321595.0,1,1,6815,0,0
2011,2,138341,12.397514981273448,888,0,1,1,1,0,10,66,0,1,201207,265811.0,1,1,5626,0,0
2012,0,159691,12.686332870606359,587,0,1,1,1,0,7,33,0,1,322324,328824.0,2,1,7509,0,0
2014,0,134058,12.728725056325512,554,0,1,1,3,0,15,27,0,2,327343,404870.0,2,1,7835,0,0
2011,1,161043,12.246729826469418,524,0,1,1,3,0,7,32,0,1,174316,233011.0,1,1,4838,0,0
2013,0,122165,12.523431231741828,745,3,1,1,1,0,10,56,0,1,262000,334980.0,2,1,6381,0,0
2015,0,114350,13.655927315118593,1108,2,1,1,3,0,9,71,0,2,877891,883891.0,2,1,19801,0,0
2012,0,139216,12.489742931517087,1071,0,1,1,1,0,7,33,0,1,265571,272071.0,2,1,6169,0,0
2014,0,166731,13.162543245805729,1184,2,1,1,1,0,9,71,0,1,495776,598465.0,2,1,12090,0,0
2014,0,129459,13.126552590385682,790,3,1,1,1,0,7,63,0,2,470615,587435.0,2,1,11663,0,0
2013,0,119895,12.669174386446699,507,0,1,1,1,0,10,55,0,1,308483,396671.0,2,1,7382,0,0
2016,0,87025,13.789883984368071,3552,4,1,1,3,0,9,50,0,2,990000,1000500.0,2,1,22640,0,0
2013,0,112846,13.282608022677195,1700,4,1,1,3,0,15,36,0,3,595644,721676.0,2,1,13632,0,0
2015,2,158520,12.73316229016182,2518,0,1,1,1,0,10,12,0,1,343000,344500.0,2,1,7869,0,0
2012,0,125497,12.655870378677795,2296,3,1,1,1,0,7,63,0,2,322412,328912.0,2,1,7284,0,0
2014,0,120226,12.968743556646457,2241,4,1,1,1,0,10,25,0,1,439861,446361.0,2,1,9960,0,0
2016,0,155671,13.086526851424473,2600,3,1,1,8,0,10,13,0,1,476766,595806.0,2,1,11205,0,0
2016,0,146585,13.174953929988492,1364,4,1,1,3,0,9,61,0,1,491298,593222.0,2,1,12241,0,0
2013,0,141309,12.737873737956711,548,0,1,1,1,0,10,55,0,1,317394,393021.0,2,1,7907,0,0
2014,0,104060,12.980797508932422,1708,3,1,1,1,0,6,14,0,1,470763,587603.0,2,1,10081,0,1
2011,1,290868,12.423194100365855,886,3,1,1,8,0,10,56,0,1,218641,254699.0,1,1,5772,0,0
2014,0,99985,13.446906168874172,1418,4,1,1,1,0,15,36,0,1,700754,870674.0,2,1,16066,0,0
2014,0,121360,12.613865043397428,742,0,1,1,1,0,10,55,0,2,282188,351127.0,2,1,6984,0,0
2015,2,112578,12.541111712797486,390,0,1,1,3,0,10,5,0,1,240267,291599.0,1,1,6494,0,0
2012,0,176354,13.90528636040645,942,2,1,1,8,0,15,29,0,1,1111220,1346736.0,2,1,25409,0,0
2014,1,94389,13.621681847096514,2303,1,0,1,1,0,15,17,0,1,879905,886405.0,2,1,19135,0,0
2013,0,157688,13.338601541316187,909,4,1,1,1,0,15,36,0,1,616954,623454.0,2,1,14417,0,0
2014,0,123799,14.070677444876793,2961,2,0,1,1,0,15,29,0,2,1335059,1341559.0,2,1,29979,0,0
2014,0,111327,14.134854074924133,3556,2,0,1,8,0,15,29,0,2,1373619,1656367.0,2,1,31966,0,0
2016,0,152387,13.439214370278371,4472,4,1,1,1,0,7,18,0,1,724541,731041.0,2,1,15943,0,0
2014,0,190850,13.404377919705189,1240,4,1,1,3,0,15,36,0,1,628275,759849.0,2,1,15397,0,0
2015,0,184158,12.819361893011372,1765,3,1,1,8,0,15,26,0,1,379294,484058.0,2,1,8578,0,0
2012,0,119763,13.93869851623057,518,2,1,1,3,0,15,29,1,1,1159741,1165741.0,2,1,26273,0,0
2013,2,190050,12.399989219542853,2176,0,1,1,1,0,10,66,0,1,227707,298141.0,2,1,5640,0,0
2013,0,195338,13.35458400711061,516,4,1,1,3,0,15,36,0,1,644074,778334.0,2,1,14650,0,0
2013,1,106269,12.29453671684827,763,0,1,1,8,0,7,24,0,1,186160,249305.0,1,1,5075,0,0
2012,0,142163,13.927293406223466,2537,2,1,1,1,0,15,29,0,1,1139274,1339654.0,2,1,25975,0,0
2017,0,26229,13.645076859744409,2121,4,1,1,1,0,10,51,0,1,892783,883199.0,2,1,19588,0,0
2014,1,23888,13.040500180311712,1002,0,1,1,3,0,10,55,0,1,469251,585291.0,2,1,10701,0,0
2015,1,27014,12.427610909059128,634,0,1,1,1,0,10,4,0,1,246919,253799.0,2,1,5798,0,0
2018,1,13971,13.171913252920003,364,0,0,1,1,0,10,35,0,1,503482,525599.0,2,1,12204,0,0
2012,1,36725,12.608529901249026,938,0,0,1,8,0,7,32,0,1,269232,349796.0,2,1,6947,0,0
2013,0,43029,12.59133164495449,1879,0,1,1,1,0,10,55,0,1,309506,397936.0,2,1,6829,0,0
2012,1,50238,12.565839305186591,1948,3,1,1,1,0,15,26,0,1,301645,308145.0,2,1,6657,0,0
2011,1,42965,12.45760538331316,171,0,1,1,1,0,7,33,0,2,232904,260899.0,1,1,5974,0,0
2015,0,46392,12.763397239255053,1492,0,1,1,8,0,7,30,0,1,331385,425611.0,2,1,8111,0,0
2016,1,43212,13.018776842866682,1471,0,1,1,1,0,10,9,0,1,481235,558194.0,2,1,10471,0,1
2014,1,47707,12.22733988603113,632,0,1,1,1,0,7,24,0,2,177000,204599.0,2,1,4745,0,0
